id,content,source,scraped_at
68,"Siemensis hiring for Software Developer!Position: Software DeveloperQualifications: Bachelor’s DegreeExperience: Freshers / ExperiencedLocation: Bangalore; Pune, India📌Apply Now:https://jobs.siemens.com/en_US/externaljobs/JobDetail/484674👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
69,"𝐒&𝐏 𝐆𝐥𝐨𝐛𝐚𝐥 - 𝐒𝐮𝐦𝐦𝐞𝐫 𝐈𝐧𝐭𝐞𝐫𝐧𝐬𝐡𝐢𝐩!Position: Summer Intern – Software DevelopmentQualifications: Bachelor’s/ Master’s DegreeExperience: FreshersLocation: Bangalore, India📌Apply Now:https://careers.spglobal.com/jobs/322725?lang=en-us👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
70,"Data Analytics Roadmap🚀📍Day 1–30:Python (Basics → Data Handling)📍Day 31–50:Excel (Formulas, Pivot Tables, Dashboards)📍Day 51–80:SQL (Basics → Advanced Joins + Queries)📍Day 81–110:Power BI (Data Cleaning, DAX, Dashboards)📍Day 111–130:Statistics (Basics → Regression & Testing)📍Day 131–150:Data Analysis with Pandas + NumPy📍Day 151–180:Real Projects + Portfolio + CertificationCourse + Certificate + Projects👇https://go.acciojob.com/bY4Z6A",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
71,AS Watson is hiring for Data Analyst! (Remote)Position: Data AnalystQualifications: Bachelor’s DegreeSalary: INR 5 - 9 LPAExperience: FreshersLocation: Remote📌Apply Link:https://cuvette.tech/app/other-jobs/68dbb54b18a8bb64c84b30bd?referralCode=KJ12IG👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅,https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
72,"Athelas is hiring for Data Operation Analyst!Position: Data Operation AnalystQualifications: Bachelor’s DegreeSalary: INR 5 - 10 LPAExperience: FreshersLocation: Gurgaon, India📌Apply Link:https://cuvette.tech/app/other-jobs/68dbb5f68bd4c27d16c63cf6?referralCode=KJ12IG👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
73,"Amazon is hiring for Software Dev Engineer!Position: Software Dev EngineerQualifications: Bachelor’s DegreeSalary: INR 12 - 18 LPAExperience: Freshers / ExperienceLocation: Bengaluru, Hyderabad, Chennai — India📌Apply Link:https://cuvette.tech/app/other-jobs/68e0d24486aa6ad8644e6319?referralCode=KJ12IG👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
74,"Airtel is hiring for Software Development Engineer - IPosition: Software Development Engineer - IQualifications: Bachelor’s DegreeSalary: INR 8 - 12 LPAExperience: Freshers / ExperiencedLocation: Gurgaon, India📌Apply Link:https://cuvette.tech/app/other-jobs/68e0d1c12759bc39243d32d3?referralCode=KJ12IG👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
75,"IBM is hiring for Software Developer!Position: Software DeveloperQualifications: Bachelor’s DegreeSalary: INR 6 - 12 LPAExperience: Freshers / ExperienceLocation: Ahmedabad, India📌Apply Link:https://cuvette.tech/app/other-jobs/68dbb43167c0ca6e9709addd?referralCode=KJ12IG👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
76,"AntStack is hiring for Frontend / Backend Developer!Position: Frontend / Backend DeveloperQualifications: Bachelor’s DegreeSalary: INR 4.5 - 6 LPAExperience: FreshersLocation: Bengaluru, India📌Apply Link for Frontend Developer:https://go.acciojob.com/dkt86T📌Apply Link for Backend Developer:https://go.acciojob.com/a6TArR👉WhatsApp Channel:https://whatsapp.com/channel/0029Vaog2gOLNSa9xawdms1m👉Telegram Link:https://t.me/Offcampusjobupdateslive😃👉Share this Job info to all your Friends and Groups✅",https://t.me/s/offcampusjobupdateslive,2025-11-18 04:54:21
38,Cognizant Off Campus Walk In Drive 2025[ Walk In Date :9th Aug 2025]Job Role :Non Voice ProcessExperience :FreshersQualification :Any DegreeYear of Passing:2023/2024/2025🔗Link :https://www.jobsorigin.com/2020/11/cognizant-hiring-freshers-for-associate-position.htmlCognizant Off Campus Drive 2025 for Non Voice Process PositionJoin Whatsapp Group :https://chat.whatsapp.com/CBxoEJnNXFN7d3i6DUhhAx✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
39,"TCS off Campus Freshers Recruitment[ Walk In Date:11th Aug 2025]Job Role :BPSExperience :FreshersQualification :BCom, BAF, BBI, BBA, BBM, BMS, BA, BScYear of Passing:2024/2025🔗Link :https://www.jobsorigin.com/2021/12/tcs-bps-off-campus-hiring.htmlTCS BPS Off Campus Hiring Freshers Drive 2025✅Join Whatsapp Group :https://chat.whatsapp.com/CBxoEJnNXFN7d3i6DUhhAx✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
40,"Capgemini Off Campus Freshers RecruitmentJob Role :NetworkEngineerExperience :FreshersQualification :BE/BTech/MCAYear of Passing:2025Salary:₹4,00,000/- per annum🔗Link :https://www.jobsorigin.com/2021/01/capgemini-off-campus-freshers-drive.htmlCapgemini Off Campus Drive 2025 for Network Engineer Position✅Join Whatsapp Group :https://chat.whatsapp.com/CBxoEJnNXFN7d3i6DUhhAx✅Join Telegram Group:https://telegram.me/joinjobsorigin-------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
41,"L&T Off Campus Freshers Recruitment[ Last Date:13th Aug 2025]Job Role :Engineer TraineeExperience :FreshersQualification:BE/BTechYear of Passing:2025Salary:₹4,00,100/- per annum🔗Link :https://www.jobsorigin.com/2021/01/lnt-technology-off-campus-drive.htmlL&T Off Campus Drive 2025 for Associate Engineer Trainee Position✅Join Whatsapp Group :https://chat.whatsapp.com/CBxoEJnNXFN7d3i6DUhhAx✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
42,Cognizant Off Campus Freshers Recruitment 2025[ Walk In Date:20th August 2025]Job Role:Analyst TraineeExperience:FreshersQualification:BSc/BCAYear of Passing: 2022/2023/2024/2025🔗Link :https://www.jobsorigin.com/2020/10/cognizant-off-campus-freshers-hiring.htmlCognizant Off Campus Drive 2025 for Analyst Trainee Position✅Join Whatsapp Group :https://chat.whatsapp.com/CBxoEJnNXFN7d3i6DUhhAx✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
43,Tech Mahindra Off Campus Walk In Drive 2025[ Walk In Date:19th - 28th Aug 2025]Job Role :Customer ExecutiveExperience:0-3 YearsQualification :Any Degree🔗Link :https://www.jobsorigin.com/2023/04/tech-mahindra-off-campus-drive.htmlTech Mahindra Off Campus Drive 2025 for Customer Executive Position✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
44,HCL Off Campus Walk In Drive 2025[ Walk In Date:22nd - 23rd Aug 2025]Job Role :Customer Service RepresentativeExperience :FreshersQualification:Any DegreeYear of Passing:Any🔗Link :https://www.jobsorigin.com/2021/09/hcl-off-campus-drive.htmlHCL Off Campus Off Campus Drive 2025 for CSR✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin---------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
45,Media .Net Off Campus Drive 2025[ Last Date:25th Aug 2025]Job Role :Web Application DeveloperExperience :FreshersQualification:BE/BTechYear of Passing:2024/2025🔗Link :https://www.jobsorigininfo.com/2025/08/media-net-off-campus-drive-2025.htmlMedia .net Off Campus Off Campus Drive 2025 for Application Developer✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin---------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
46,eClex Off Campus Drive 2025[ Last Date:25th Aug 2025]Job Role :Voice ProcessExperience :FreshersQualification:Any Non Tech DegreeYear of Passing:Any🔗Link :https://www.jobsorigininfo.com/2025/08/eclerx-off-campus-drive-2025.htmleClerx Off Campus Off Campus Drive 2025 for Voice Process✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin---------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
47,Infosys Off Campus Walk-In Recruitment2025[ Walk In Date:29th Aug 2025]Job Role :Service DeskExperience:0-1 YearsQualifications:Any Tech DegreeYear of Passing:Any🔗Link :https://www.jobsorigininfo.com/2024/06/infosys-walk-in-drive.htmlInfosys Off Campus Drive 2025 for Process Executive✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
48,Cognizant Off Campus Freshers Recruitment 2025[ Walk In Date:30th August 2025]Job Role:Non Voice ProcessExperience:FreshersQualification:Any DegreeYear of Passing: 2023/2024/2025🔗Link :https://www.jobsorigininfo.com/2025/07/cognizant-walk-in-drive-2025.htmlCognizant Off Campus Drive 2025 for Non Voice Process Position✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
49,"TCS off Campus Freshers Recruitment[ Walk In Date:31st Aug 2025]Job Role :BPSExperience :FreshersQualification :BCom, BAF, BBI, BBA, BBM, BMS, BA, BSc(Non Tech)Year of Passing:2024/2025🔗Link :https://www.jobsorigininfo.com/2025/07/tcs-bps-off-campus-drive-2025.htmlTCS BPS Off Campus Hiring Freshers Drive 2025✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
50,Swiggy Off Campus Freshers RecruitmentJob Role :Associate SoftwareEngineerExperience:0-1 YearsQualification :BE/BTechYear of Passing:2024/2025🔗Link :https://www.jobsorigininfo.com/2025/08/swiggy-off-campus-drive-2025.htmlSwiggy Off Campus Drive 2025 for Associate Software Engineer Position✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin--------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
51,"IBM Off Campus Freshers RecruitmentJob Role :Associate System EngineerExperience :FreshersQualification :BE/BTechYear of Passing:2026Salary:₹4,50,000-₹4,90,000/- per annum🔗Link :https://www.jobsorigininfo.com/2025/08/ibm-off-campus-drive-associate-system-engineer.htmlIBM Off Campus Drive 2025 for Associate System Engineer Position✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
52,Mphasis Off Campus Walk In Drive 2025Job Role :Customer SupportExperience :0-2 YearsQualification :Any DegreeYear of Passing:Any🔗Link :https://www.jobsorigininfo.com/2025/09/mphasis-walk-in-drive-2025.htmlMphasis Off Campus Drive 2025 for Customer Support Position✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
53,Wipro Off Campus Freshers Recruitment 2025Job Role:WILPExperience:FreshersYear of Passing:2024/2025Benefits:Salary + MTech Degree(Sponsored by Wipro)🔗Link :https://www.jobsorigininfo.com/2025/01/wipro-work-integrated-learning-program.htmlWipro WILP Off Campus Hiring 2025 - BSc/BCA✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
54,"TCS off Campus Freshers RecruitmentJob Role :BPSExperience :FreshersQualification :B.Com, BA, BAF, BBI, BBA, BBM, BMSYear of Passing:2026🔗Link :https://www.jobsorigininfo.com/2024/08/tcs-bps-hiring-2025.htmlTCS BPS Off Campus Hiring Freshers Drive 2026✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
55,Tech Mahindra Off Campus Freshers RecruitmentJob Role :Mechanical Engineering GraduateExperience :FreshersQualification :BE/BTechYear of Passing:2023/2024🔗Link :https://www.jobsorigininfo.com/2025/09/tech-mahindra-off-campus-drive.htmlTech Mahindra Off Campus Hiring Freshers Drive 2025✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
56,"Persistent Systems Off Campus Freshers RecruitmentJob Role :Associate Software EngineerExperience :FreshersQualification :BE, BTech, ME, MTech, MCA, MScYear of Passing:2023/2024/2025🔗Link :https://www.jobsorigininfo.com/2025/09/persistent-systems-off-campus-drive.htmlPersistent Systems Off Campus Hiring Freshers Drive 2025✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------------",https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
57,Wipro Off Campus Walk In Drive 2025[ Walk In Date:22nd - 24th Sept 2025]Job Role :Non Voice ProcessExperience :FreshersQualifications:Any Non Tech DegreeYear of Passing :Any🔗Link :https://www.jobsorigininfo.com/2025/05/wipro-walkin-freshers-drive.htmlWipro Off Campus Walk In Drive 2025 for Non Voice Process✅Join Whatsapp Group :https://chat.whatsapp.com/LQrT6xfyRzZ3PLvPqkhvTc✅Join Telegram Group:https://telegram.me/joinjobsorigin-----------------------,https://t.me/s/joinjobsorigin,2025-11-18 04:54:18
21,🔴HCL Latest Hiring Freshers for Support AssociateExperience: FreshersEducation: Any GraduateSalary: Rs 3-4 LPA (Expected)Apply:https://kickcharm.com/hcl-recruitment-hiring-any-graduates/,https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
22,"Company :SynopsysRole :Technical Support EngineerDegree :BE/BTech in Mechanical/Aerospace Engineering, BS or MS in Computer Science, Engineering, or related field.Batches :2025 – 2022Experience :0 – 2 Year’sSalary :3 – 8 LPA* (Expected)Location :Pune, IndiaApply Link :https://offcampusjobdrives.com/synopsys-career-2025-technical-support-engineer/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
23,🚨IBM Hiring Freshers for Process AssociateExperience: Freshers (0-1 Years)Education: Any GraduateSalary: Rs 4-6 LPA (Expected)Apply:https://kickcharm.com/ibm-recruitment-hiring-any-graduates/,https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
24,"Company :IBMRole :Quality Engineer-SDETDegree :Any Bachelor’s DegreeBatches :2025 – 2022Experience :0 – 1 YearSalary :3 – 8 LPA* (Expected)Location :Hyderabad, IndiaApply Link :https://offcampusjobdrives.com/ibm-recruitment-for-quality-engineer-sdet/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
25,🚨TCS Mass Hiring for Freshers Across IndiaExperience: FreshersEducation: Any DegreeLocation: PAN IndiaSalary: 19 LPA (Highest)Apply:https://kickcharm.com/tcs-nqt-2022-registration-started/,https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
26,"Company :EPAMRole :Junior Software Engineer-TraineeDegree :Any Graduate/BE/B.Tech (CSE/IT) or MCABatches :2025Experience :Fresher’sSalary :3 – 5 LPA* (Expected)Location :Bangalore, IndiaApply Link :https://offcampusjobdrives.com/epam-recruitment-for-junior-software-engineer-trainee/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
27,"Company :Infoane TechnologiesRole :Trainee Software EngineerDegree :B.E/B.Tech (CSE/ECE/IT/EEE)/MCA/BSC/MSCBatches :2025 – 2022Experience :0 – 2 Year’sSalary :3 – 5 LPA* (Expected)Location :Hyderabad, IndiaApply Link :https://offcampusjobdrives.com/infoane-technologies-recruitment-for-trainee-software-engineer/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
28,"Company :SutherlandRole :Associate- Customer SupportDegree :Graduate, DiplomaBatches :2025,2024,2023,2022,2021Experience :Fresher’s and upto 2 Year’sSalary :3 – 6 LPA* (Expected)Location :Navi Mumbai, IndiaApply Link :https://offcampusjobdrives.com/sutherland-hiring-2025-associate-customer-support/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
29,"🚨Telus Digital Remote Hiring Freshers for Data AnalystLocation: Remote, IndiaQualification: Any GraduateSalary: Rs 4 - 5 LPA(Expected)Experience: FreshersApply:https://kickcharm.com/telus-digital-work-from-home-hiring/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
30,"Company :ConduentRole :App Dev & Support Engineer IDegree :Graduate/B.E/B.Tech (CSE/ECE/IT/EEE)/MCA/BSC/MSCBatches :2025 – 2022Experience :6 Months – 2 Year’sSalary :3 – 8 LPA* (Expected)Location :Noida, Uttar Pradesh, IndiaApply Link :https://offcampusjobdrives.com/conduent-hiring-for-app-dev-support-engineer-i-2/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
31,"Company :Northern TrustRole :AnalystDegree :Graduate/B.E/B.Tech/B.Com/M.Com/BBA/MBABatches :2025 – 2023Experience :0 – 1 YearSalary :3 – 5 LPA* (Expected)Location :Pune, Bangalore, IndiaApply Link :https://offcampusjobdrives.com/northern-trust-off-campus-hiring-for-analyst/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
32,"Company :VisaRole :SW EngineerDegree :Graduate/B.E/B.Tech/B.Com/M.Com/BBA/MBABatches :2025 – 2021Experience :0 – 2 Year’sSalary :3 – 8 LPA* (Expected)Location :Bangalore, IndiaApply Link :https://offcampusjobdrives.com/visa-career-2025-sw-engineer-bangalore/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
33,"𝗟𝗧𝗜𝗠𝗶𝗻𝗱𝘁𝗿𝗲𝗲 𝗥𝗲𝗰𝗿𝘂𝗶𝘁𝗺𝗲𝗻𝘁 𝗗𝗿𝗶𝘃𝗲 | 𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄😍Roles:- Hiring For Multiple RolesQualification:- Graduate/Post GraduateJob Location:- Across IndiaSalary Range:- 6 To 24 LPA𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄👇:-https://pdlink.in/4omWEqnSelect your experience & Complete the Registration ProcessSelect the company name "" LTIMindtree "" & Apply for the role that matches you",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
34,"Company :Societe GeneraleRole :Software EngineerDegree :Graduate/B.E/B.Tech/B.Com/M.Com/BBA/MBABatches :2025 – 2021Experience :0 – 2 Year’sSalary :3 – 8 LPA* (Expected)Location :Bangalore, India (Hybrid)Apply Link :https://offcampusjobdrives.com/societe-generale-recruitment-for-software-engineer-2/",https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
35,Register Now :Python ->https://gfgcdn.com/tu/W8m/Data Science ->https://gfgcdn.com/tu/W8n/Automation Testing ->https://gfgcdn.com/tu/W8o/Coupon💥💥Here's a 25% coupon code you can add in your post so audience can avail a discount:Code : GFGWINTERARC,https://t.me/s/fresher_offcampus_drives,2025-11-18 04:54:16
